timestamp,x_m,y_m,yaw_deg
1787490199.1457286,0.14393,0.00147,0.0
1787490199.246552,0.14989,0.00383,0.0
1787490199.3459864,0.14987,0.00798,0.0
1787490199.4460614,0.14855,0.00674,0.0
1787490199.5467095,0.14582,0.00023,0.0
1787490199.6671667,0.14631,-0.00054,0.0
1787490199.7664187,0.14629,-0.00013,0.0
1787490199.8656256,0.14659,0.0055,0.0
1787490199.965218,0.14707,0.00533,0.0
1787490200.0664866,0.14701,0.00026,0.0
1787490200.1658773,0.1471,2e-05,0.0
1787490200.2664452,0.14607,0.00085,0.0
1787490200.3666341,0.14549,0.00584,0.0
1787490200.4872656,0.14516,0.00178,0.0
1787490200.586958,0.14505,0.00139,0.0
1787490200.6871798,0.14333,0.0058,0.0
1787490200.7880874,0.14333,0.0069,0.0
1787490200.8868012,0.14417,0.00308,0.0
1787490200.9876852,0.14364,0.00247,0.0
1787490201.086866,0.1432,0.00238,0.0
1787490201.1869464,0.14235,0.00484,0.0
1787490201.286438,0.14234,0.00723,0.0
1787490201.3874054,0.14318,0.00499,0.0
1787490201.4868972,0.14336,0.00241,0.0
1787490201.5872571,0.14222,0.00531,0.0
1787490201.687044,0.14217,0.00674,0.0
1787490201.7869675,0.14353,0.00446,0.0
1787490201.88626,0.1435,0.00136,0.0
1787490202.0074332,0.14395,0.0017,0.0
1787490202.1056995,0.14329,0.00551,0.0
1787490202.2062283,0.14312,0.00753,0.0
1787490202.3062363,0.14394,0.00535,0.0
1787490202.4077694,0.14425,0.00259,0.0
1787490202.5063982,0.14448,0.00236,0.0
1787490202.6073492,0.1437,0.00596,0.0
1787490202.727441,0.14339,0.00913,0.0
1787490202.8269632,0.14371,0.00384,0.0
1787490202.9455965,0.14352,0.00323,0.0
1787490203.048481,0.14324,0.00289,0.0
1787490203.1473868,0.14374,0.0095,0.0
1787490203.2467794,0.14397,0.00998,0.0
1787490203.3481581,0.1444,0.00499,0.0
1787490203.4472506,0.14383,0.00458,0.0
1787490203.547997,0.1437,0.01,0.0
1787490203.6489787,0.14407,0.01036,0.0
1787490203.7480156,0.14437,0.00537,0.0
1787490203.8468356,0.14379,0.00531,0.0
1787490203.950017,0.14329,0.00512,0.0
1787490204.0495648,0.14396,0.01139,0.0
1787490204.1488574,0.1442,0.01175,0.0
1787490204.2659621,0.14441,0.00648,0.0
1787490204.3658793,0.14458,0.00631,0.0
1787490204.4660125,0.14357,0.00631,0.0
1787490204.565665,0.14294,0.01228,0.0
1787490204.6660132,0.1435,0.01178,0.0
1787490204.7660718,0.14406,0.0068,0.0
1787490204.8680131,0.14385,0.00602,0.0
1787490204.9869134,0.14267,0.00992,0.0
1787490205.0855906,0.14268,0.01258,0.0
1787490205.1859677,0.14303,0.0103,0.0
1787490205.2862391,0.14325,0.00686,0.0
1787490205.3860807,0.14192,0.00989,0.0
1787490205.4859207,0.14169,0.01215,0.0
1787490205.587193,0.14237,0.01034,0.0
1787490205.68647,0.14226,0.00709,0.0
1787490205.7852633,0.14217,0.00663,0.0
1787490205.8851535,0.14144,0.0104,0.0
1787490205.98586,0.14139,0.01331,0.0
1787490206.0877607,0.14196,0.01287,0.0
1787490206.1862137,0.14084,0.00793,0.0
1787490206.3071856,0.14051,0.00745,0.0
1787490206.4072742,0.13954,0.0087,0.0
1787490206.5065296,0.14017,0.013,0.0
1787490206.6076229,0.14062,0.01217,0.0
1787490206.7084796,0.1403,0.00782,0.0
1787490206.807706,0.14045,0.00735,0.0
1787490206.9082415,0.13964,0.0089,0.0
1787490207.006532,0.14051,0.01327,0.0
1787490207.1076727,0.1413,0.01262,0.0
1787490207.2079647,0.14122,0.00841,0.0
1787490207.3277576,0.14102,0.0093,0.0
1787490207.428355,0.14074,0.01306,0.0
1787490207.5285723,0.1412,0.01217,0.0
1787490207.6277509,0.14104,0.00766,0.0
1787490207.7282486,0.14121,0.00687,0.0
1787490207.8280358,0.14078,0.01231,0.0
1787490207.9300895,0.14097,0.01233,0.0
1787490208.0274072,0.13999,0.00796,0.0
1787490208.126672,0.14008,0.00667,0.0
1787490208.2268443,0.14014,0.00623,0.0
1787490208.3276608,0.13966,0.01151,0.0
1787490208.4261608,0.13934,0.01224,0.0
1787490208.547776,0.13936,0.00771,0.0
1787490208.648048,0.1387,0.00632,0.0
1787490208.7471344,0.13895,0.01145,0.0
1787490208.848025,0.13841,0.01171,0.0
1787490208.9474063,0.13806,0.00783,0.0
1787490209.0478442,0.13848,0.00689,0.0
1787490209.1690056,0.13849,0.00612,0.0
1787490209.2685819,0.13883,0.01243,0.0
1787490209.3686762,0.13862,0.0127,0.0
1787490209.469267,0.13817,0.00891,0.0
1787490209.5676064,0.13865,0.0069,0.0
1787490209.669863,0.1384,0.00726,0.0
1787490209.7877972,0.13819,0.01265,0.0
1787490209.8874564,0.13918,0.01145,0.0
1787490209.9875586,0.13846,0.00693,0.0
1787490210.0869517,0.13818,0.00701,0.0
1787490210.1862316,0.13735,0.00846,0.0
1787490210.287326,0.13787,0.01249,0.0
1787490210.4076307,0.13857,0.01361,0.0
1787490210.5073981,0.13913,0.00851,0.0
1787490210.6074083,0.13985,0.00838,0.0
1787490210.70725,0.13845,0.00943,0.0
1787490210.8063266,0.13863,0.01388,0.0
1787490210.9062517,0.13982,0.01451,0.0
1787490211.0071528,0.13931,0.00909,0.0
1787490211.107606,0.13871,0.00895,0.0
1787490211.2152827,0.13725,0.00932,0.0
1787490211.307265,0.13793,0.01452,0.0
1787490211.4267182,0.13847,0.01449,0.0
1787490211.5275395,0.13789,0.0095,0.0
1787490211.6274958,0.13729,0.00932,0.0
1787490211.7273052,0.13847,0.01342,0.0
1787490211.8483613,0.13862,0.01526,0.0
1787490211.9476242,0.13832,0.01271,0.0
1787490212.0483117,0.13817,0.01132,0.0
1787490212.1465113,0.1381,0.01496,0.0
1787490212.24722,0.1387,0.01564,0.0
1787490212.3479073,0.13976,0.0125,0.0
1787490212.4480233,0.13965,0.01011,0.0
1787490212.5475378,0.13905,0.01011,0.0
1787490212.6468933,0.13858,0.01534,0.0
1787490212.7477283,0.13865,0.01698,0.0
1787490212.8469303,0.13954,0.01398,0.0
1787490212.9469352,0.13932,0.01174,0.0
1787490213.0481694,0.13868,0.01137,0.0
1787490213.1690094,0.13882,0.01619,0.0
1787490213.2682729,0.1386,0.01786,0.0
1787490213.3686981,0.13857,0.01425,0.0
1787490213.4682968,0.13891,0.01263,0.0
1787490213.5684896,0.13817,0.01532,0.0
1787490213.6688762,0.13809,0.01664,0.0
1787490213.7684243,0.1387,0.01401,0.0
1787490213.8681104,0.13888,0.01167,0.0
1787490213.967876,0.13868,0.01179,0.0
1787490214.0675385,0.13807,0.01603,0.0
1787490214.1675,0.13898,0.018,0.0
1787490214.2664437,0.13934,0.01215,0.0
1787490214.3890045,0.14006,0.01253,0.0
1787490214.4883056,0.13886,0.01358,0.0
1787490214.5882926,0.13964,0.01927,0.0
1787490214.6876183,0.14079,0.01901,0.0
1787490214.7886927,0.14084,0.01374,0.0
1787490214.8871574,0.14069,0.01355,0.0
1787490214.9891608,0.13955,0.01378,0.0
1787490215.0883193,0.14109,0.01933,0.0
1787490215.1874685,0.14153,0.01929,0.0
1787490215.2896461,0.14103,0.01489,0.0
1787490215.387369,0.14103,0.01494,0.0
1787490215.4889767,0.14184,0.01977,0.0
1787490215.5864978,0.14217,0.01933,0.0
1787490215.686582,0.14207,0.01637,0.0
1787490215.8076723,0.142,0.01635,0.0
1787490215.9061296,0.14186,0.01663,0.0
1787490216.006238,0.14197,0.01668,0.0
1787490216.1074343,0.14237,0.01709,0.0
1787490216.2128706,0.14295,0.01711,0.0
1787490216.3065877,0.14305,0.01718,0.0
1787490216.4074726,0.14307,0.01708,0.0
1787490216.5061774,0.14336,0.01712,0.0
